fips,long_name,county_name,state_abbr,state_name,region_name,division_name,division_name_recs,climate_zone,ba_climate_zone,iso_zone,custom_region,ahs_region,weather_file_2012,weather_file_2015,weather_file_2016,weather_file_2017,weather_file_2018,weather_file_2019,weather_file_TMY3,original_FIP,region,division,state,county,cz_number,acs_count,acs_vac_count,sample_count,acs_occupied_count
G01097,"AL, Mobile County",Mobile County,AL,Alabama,South,East South Central,East South Central,2A,Hot-Humid,None,CR09,Non-CBSA East South Central,USA_AL_Mobile.Bates.Field.722230_2012.epw,USA_AL_Mobile.Bates.Field.722230_2015.epw,USA_AL_Mobile.Bates.Field.722230_2016.epw,USA_AL_Mobile.Bates.Field.722230_2017.epw,USA_AL_Mobile.Bates.Field.722230_2018.epw,USA_AL_Mobile.Bates.Field.722230_2019.epw,Mobile_Regional_Ap,G0100970,3.0,6.0,1.0,97.0,2.0,181612.0,27351.0,1.0,154261.0
G01099,"AL, Monroe County",Monroe County,AL,Alabama,South,East South Central,East South Central,3A,Hot-Humid,None,CR09,Non-CBSA East South Central,USA_AL_Middleton.Fld.722276_2012.epw,USA_AL_Middleton.Fld.722276_2015.epw,USA_AL_Middleton.Fld.722276_2016.epw,USA_AL_Middleton.Fld.722276_2017.epw,USA_AL_Middleton.Fld.722276_2018.epw,USA_AL_Middleton.Fld.722276_2019.epw,Montgomery_Dannelly_Field,G0100990,3.0,6.0,1.0,99.0,3.0,11275.0,2959.0,1.0,8316.0
G01101,"AL, Montgomery County",Montgomery County,AL,Alabama,South,East South Central,East South Central,3A,Hot-Humid,None,CR09,Non-CBSA East South Central,USA_AL_Maxwell.Afb.722265_2012.epw,USA_AL_Maxwell.Afb.722265_2015.epw,USA_AL_Maxwell.Afb.722265_2016.epw,USA_AL_Maxwell.Afb.722265_2017.epw,USA_AL_Maxwell.Afb.722265_2018.epw,USA_AL_Maxwell.Afb.722265_2019.epw,Maxwell_Afb,G0101010,3.0,6.0,1.0,101.0,3.0,103577.0,13296.0,1.0,90281.0
G01103,"AL, Morgan County",Morgan County,AL,Alabama,South,East South Central,East South Central,3A,Mixed-Humid,None,CR09,Non-CBSA East South Central,USA_AL_Pryor.Fld.Rgnl.722279_2012.epw,USA_AL_Pryor.Fld.Rgnl.722279_2015.epw,USA_AL_Pryor.Fld.Rgnl.722279_2016.epw,USA_AL_Pryor.Fld.Rgnl.722279_2017.epw,USA_AL_Pryor.Fld.Rgnl.722279_2018.epw,USA_AL_Pryor.Fld.Rgnl.722279_2019.epw,Huntsville_Intl_Jones_Field,G0101030,3.0,6.0,1.0,103.0,3.0,51523.0,5359.0,1.0,46164.0
G01105,"AL, Perry County",Perry County,AL,Alabama,South,East South Central,East South Central,3A,Hot-Humid,None,CR09,Non-CBSA East South Central,USA_AL_Centreville.722290_2012.epw,USA_AL_Centreville.722290_2015.epw,USA_AL_Centreville.722290_2016.epw,USA_AL_Centreville.722290_2017.epw,USA_AL_Centreville.722290_2018.epw,USA_AL_Centreville.722290_2019.epw,Tuscaloosa_Municipal_Ap,G0101050,3.0,6.0,1.0,105.0,3.0,4693.0,1495.0,1.0,3198.0
G01107,"AL, Pickens County",Pickens County,AL,Alabama,South,East South Central,East South Central,3A,Mixed-Humid,None,CR09,Non-CBSA East South Central,USA_AL_Tuscaloosa.Rgnl.722286_2012.epw,USA_AL_Tuscaloosa.Rgnl.722286_2015.epw,USA_AL_Tuscaloosa.Rgnl.722286_2016.epw,USA_AL_Tuscaloosa.Rgnl.722286_2017.epw,USA_AL_Tuscaloosa.Rgnl.722286_2018.epw,USA_AL_Tuscaloosa.Rgnl.722286_2019.epw,Tuscaloosa_Municipal_Ap,G0101070,3.0,6.0,1.0,107.0,3.0,9449.0,1831.0,1.0,7618.0
G01109,"AL, Pike County",Pike County,AL,Alabama,South,East South Central,East South Central,3A,Hot-Humid,None,CR09,Non-CBSA East South Central,USA_AL_Cairns.Aaf.722269_2012.epw,USA_AL_Cairns.Aaf.722269_2015.epw,USA_AL_Cairns.Aaf.722269_2016.epw,USA_AL_Cairns.Aaf.722269_2017.epw,USA_AL_Cairns.Aaf.722269_2018.epw,USA_AL_Cairns.Aaf.722269_2019.epw,Troy_Af,G0101090,3.0,6.0,1.0,109.0,3.0,15734.0,2932.0,1.0,12802.0
G01111,"AL, Randolph County",Randolph County,AL,Alabama,South,East South Central,East South Central,3A,Mixed-Humid,None,CR09,Non-CBSA East South Central,USA_AL_Anniston.Metropolit.722287_2012.epw,USA_AL_Anniston.Metropolit.722287_2015.epw,USA_AL_Anniston.Metropolit.722287_2016.epw,USA_AL_Anniston.Metropolit.722287_2017.epw,USA_AL_Anniston.Metropolit.722287_2018.epw,USA_AL_Anniston.Metropolit.722287_2019.epw,Anniston_Metropolitan_Ap,G0101110,3.0,6.0,1.0,111.0,3.0,11937.0,3246.0,1.0,8691.0
G01113,"AL, Russell County",Russell County,AL,Alabama,South,East South Central,East South Central,3A,Hot-Humid,None,CR09,Non-CBSA East South Central,USA_GA_Fort.Benning.722250_2012.epw,USA_GA_Fort.Benning.722250_2015.epw,USA_GA_Fort.Benning.722250_2016.epw,USA_GA_Fort.Benning.722250_2017.epw,USA_GA_Fort.Benning.722250_2018.epw,USA_GA_Fort.Benning.722250_2019.epw,Fort_Benning_Lawson,G0101130,3.0,6.0,1.0,113.0,3.0,26719.0,4386.0,1.0,22333.0
G01115,"AL, St. Clair County",St. Clair County,AL,Alabama,South,East South Central,East South Central,3A,Mixed-Humid,None,CR09,Non-CBSA East South Central,USA_AL_Birmingham.Muni.722280_2012.epw,USA_AL_Birmingham.Muni.722280_2015.epw,USA_AL_Birmingham.Muni.722280_2016.epw,USA_AL_Birmingham.Muni.722280_2017.epw,USA_AL_Birmingham.Muni.722280_2018.epw,USA_AL_Birmingham.Muni.722280_2019.epw,Birmingham_Municipal_Ap,G0101150,3.0,6.0,1.0,115.0,3.0,35844.0,4012.0,1.0,31832.0
G01117,"AL, Shelby County",Shelby County,AL,Alabama,South,East South Central,East South Central,3A,Mixed-Humid,None,CR09,Non-CBSA East South Central,USA_AL_Birmingham.722300_2012.epw,USA_AL_Birmingham.722300_2015.epw,USA_AL_Birmingham.722300_2016.epw,USA_AL_Birmingham.722300_2017.epw,USA_AL_Birmingham.722300_2018.epw,USA_AL_Birmingham.722300_2019.epw,Birmingham_Municipal_Ap,G0101170,3.0,6.0,1.0,117.0,3.0,83622.0,7680.0,1.0,75942.0
G01119,"AL, Sumter County",Sumter County,AL,Alabama,South,East South Central,East South Central,3A,Mixed-Humid,None,CR09,Non-CBSA East South Central,USA_MS_Meridian.Nas.722345_2012.epw,USA_MS_Meridian.Nas.722345_2015.epw,USA_MS_Meridian.Nas.722345_2016.epw,USA_MS_Meridian.Nas.722345_2017.epw,USA_MS_Meridian.Nas.722345_2018.epw,USA_MS_Meridian.Nas.722345_2019.epw,Meridian_Naas,G0101190,3.0,6.0,1.0,119.0,3.0,6767.0,1889.0,1.0,4878.0
G01121,"AL, Talladega County",Talladega County,AL,Alabama,South,East South Central,East South Central,3A,Mixed-Humid,None,CR09,Non-CBSA East South Central,USA_AL_Anniston.Metropolit.722287_2012.epw,USA_AL_Anniston.Metropolit.722287_2015.epw,USA_AL_Anniston.Metropolit.722287_2016.epw,USA_AL_Anniston.Metropolit.722287_2017.epw,USA_AL_Anniston.Metropolit.722287_2018.epw,USA_AL_Anniston.Metropolit.722287_2019.epw,Anniston_Metropolitan_Ap,G0101210,3.0,6.0,1.0,121.0,3.0,37197.0,5736.0,1.0,31461.0
G01123,"AL, Tallapoosa County",Tallapoosa County,AL,Alabama,South,East South Central,East South Central,3A,Mixed-Humid,None,CR09,Non-CBSA East South Central,USA_AL_Maxwell.Afb.722265_2012.epw,USA_AL_Maxwell.Afb.722265_2015.epw,USA_AL_Maxwell.Afb.722265_2016.epw,USA_AL_Maxwell.Afb.722265_2017.epw,USA_AL_Maxwell.Afb.722265_2018.epw,USA_AL_Maxwell.Afb.722265_2019.epw,Auburn_Opelika_Apt,G0101230,3.0,6.0,1.0,123.0,3.0,22058.0,5720.0,1.0,16338.0
G01125,"AL, Tuscaloosa County",Tuscaloosa County,AL,Alabama,South,East South Central,East South Central,3A,Mixed-Humid,None,CR09,Non-CBSA East South Central,USA_AL_Tuscaloosa.Rgnl.722286_2012.epw,USA_AL_Tuscaloosa.Rgnl.722286_2015.epw,USA_AL_Tuscaloosa.Rgnl.722286_2016.epw,USA_AL_Tuscaloosa.Rgnl.722286_2017.epw,USA_AL_Tuscaloosa.Rgnl.722286_2018.epw,USA_AL_Tuscaloosa.Rgnl.722286_2019.epw,Tuscaloosa_Municipal_Ap,G0101250,3.0,6.0,1.0,125.0,3.0,87923.0,17483.0,1.0,70440.0
G01127,"AL, Walker County",Walker County,AL,Alabama,South,East South Central,East South Central,3A,Mixed-Humid,None,CR09,Non-CBSA East South Central,USA_AL_Birmingham.Muni.722280_2012.epw,USA_AL_Birmingham.Muni.722280_2015.epw,USA_AL_Birmingham.Muni.722280_2016.epw,USA_AL_Birmingham.Muni.722280_2017.epw,USA_AL_Birmingham.Muni.722280_2018.epw,USA_AL_Birmingham.Muni.722280_2019.epw,Birmingham_Municipal_Ap,G0101270,3.0,6.0,1.0,127.0,3.0,30708.0,5514.0,1.0,25194.0
G01129,"AL, Washington County",Washington County,AL,Alabama,South,East South Central,East South Central,3A,Hot-Humid,None,CR09,Non-CBSA East South Central,USA_AL_Mobile.Bates.Field.722230_2012.epw,USA_AL_Mobile.Bates.Field.722230_2015.epw,USA_AL_Mobile.Bates.Field.722230_2016.epw,USA_AL_Mobile.Bates.Field.722230_2017.epw,USA_AL_Mobile.Bates.Field.722230_2018.epw,USA_AL_Mobile.Bates.Field.722230_2019.epw,Mobile_Regional_Ap,G0101290,3.0,6.0,1.0,129.0,3.0,8374.0,2261.0,1.0,6113.0
G01131,"AL, Wilcox County",Wilcox County,AL,Alabama,South,East South Central,East South Central,3A,Hot-Humid,None,CR09,Non-CBSA East South Central,USA_AL_Middleton.Fld.722276_2012.epw,USA_AL_Middleton.Fld.722276_2015.epw,USA_AL_Middleton.Fld.722276_2016.epw,USA_AL_Middleton.Fld.722276_2017.epw,USA_AL_Middleton.Fld.722276_2018.epw,USA_AL_Middleton.Fld.722276_2019.epw,Montgomery_Dannelly_Field,G0101310,3.0,6.0,1.0,131.0,3.0,5619.0,1827.0,1.0,3792.0
G01133,"AL, Winston County",Winston County,AL,Alabama,South,East South Central,East South Central,3A,Mixed-Humid,None,CR09,Non-CBSA East South Central,USA_AL_Northwest.Alabama.R.723235_2012.epw,USA_AL_Northwest.Alabama.R.723235_2015.epw,USA_AL_Northwest.Alabama.R.723235_2016.epw,USA_AL_Northwest.Alabama.R.723235_2017.epw,USA_AL_Northwest.Alabama.R.723235_2018.epw,USA_AL_Northwest.Alabama.R.723235_2019.epw,Muscle_Shoals_Regional_Ap,G0101330,3.0,6.0,1.0,133.0,3.0,13404.0,3968.0,1.0,9436.0
G04001,"AZ, Apache County",Apache County,AZ,Arizona,West,Mountain,Mountain South,5B,Cold,None,CR10,Non-CBSA Mountain,USA_AZ_Window.Rock.722764_2012.epw,USA_AZ_Window.Rock.722764_2015.epw,USA_AZ_Window.Rock.722764_2016.epw,USA_AZ_Window.Rock.722764_2017.epw,USA_AZ_Window.Rock.722764_2018.epw,USA_AZ_Window.Rock.722764_2019.epw,Gallup_Sen_Clarke_Fld,G0400010,4.0,8.0,4.0,1.0,5.0,32725.0,13374.0,1.0,19351.0
G04003,"AZ, Cochise County",Cochise County,AZ,Arizona,West,Mountain,Mountain South,3B,Hot-Dry,None,CR10,Non-CBSA Mountain,USA_AZ_Bisbee.Douglas.Intl.722735_2012.epw,USA_AZ_Bisbee.Douglas.Intl.722735_2015.epw,USA_AZ_Bisbee.Douglas.Intl.722735_2016.epw,USA_AZ_Bisbee.Douglas.Intl.722735_2017.epw,USA_AZ_Bisbee.Douglas.Intl.722735_2018.epw,USA_AZ_Bisbee.Douglas.Intl.722735_2019.epw,Douglas_Bisbee_Douglas_Intl_A,G0400030,4.0,8.0,4.0,3.0,3.0,60401.0,11171.0,1.0,49230.0
G04005,"AZ, Coconino County",Coconino County,AZ,Arizona,West,Mountain,Mountain South,5B,Cold,None,CR10,Non-CBSA Mountain,USA_AZ_Page.Muni.Amos.723710_2012.epw,USA_AZ_Page.Muni.Amos.723710_2015.epw,USA_AZ_Page.Muni.Amos.723710_2016.epw,USA_AZ_Page.Muni.Amos.723710_2017.epw,USA_AZ_Page.Muni.Amos.723710_2018.epw,USA_AZ_Page.Muni.Amos.723710_2019.epw,Flagstaff_Pulliam_Arpt,G0400050,4.0,8.0,4.0,5.0,5.0,64435.0,17069.0,1.0,47366.0
G04007,"AZ, Gila County",Gila County,AZ,Arizona,West,Mountain,Mountain South,4B,Mixed-Dry,None,CR10,Non-CBSA Mountain,USA_AZ_Ernest.A.Love.Fld.723723_2012.epw,USA_AZ_Ernest.A.Love.Fld.723723_2015.epw,USA_AZ_Ernest.A.Love.Fld.723723_2016.epw,USA_AZ_Ernest.A.Love.Fld.723723_2017.epw,USA_AZ_Ernest.A.Love.Fld.723723_2018.epw,USA_AZ_Ernest.A.Love.Fld.723723_2019.epw,Prescott_Love_Field,G0400070,4.0,8.0,4.0,7.0,4.0,33138.0,11730.0,1.0,21408.0
G04009,"AZ, Graham County",Graham County,AZ,Arizona,West,Mountain,Mountain South,3B,Hot-Dry,None,CR10,Non-CBSA Mountain,USA_AZ_Safford.Rgnl.722747_2012.epw,USA_AZ_Safford.Rgnl.722747_2015.epw,USA_AZ_Safford.Rgnl.722747_2016.epw,USA_AZ_Safford.Rgnl.722747_2017.epw,USA_AZ_Safford.Rgnl.722747_2018.epw,USA_AZ_Safford.Rgnl.722747_2019.epw,Safford_Amos,G0400090,4.0,8.0,4.0,9.0,3.0,13268.0,2353.0,1.0,10915.0
G04011,"AZ, Greenlee County",Greenlee County,AZ,Arizona,West,Mountain,Mountain South,3B,Hot-Dry,None,CR10,Non-CBSA Mountain,USA_AZ_Safford.Rgnl.722747_2012.epw,USA_AZ_Safford.Rgnl.722747_2015.epw,USA_AZ_Safford.Rgnl.722747_2016.epw,USA_AZ_Safford.Rgnl.722747_2017.epw,USA_AZ_Safford.Rgnl.722747_2018.epw,USA_AZ_Safford.Rgnl.722747_2019.epw,Safford_Amos,G0400110,4.0,8.0,4.0,11.0,3.0,4424.0,1129.0,1.0,3295.0
G04012,"AZ, La Paz County",La Paz County,AZ,Arizona,West,Mountain,Mountain South,2B,Hot-Dry,None,CR10,Non-CBSA Mountain,USA_CA_Blythe.747188_2012.epw,USA_CA_Blythe.747188_2015.epw,USA_CA_Blythe.747188_2016.epw,USA_CA_Blythe.747188_2017.epw,USA_CA_Blythe.747188_2018.epw,USA_CA_Blythe.747188_2019.epw,Blythe_Riverside_Co_Arpt,G0400120,4.0,8.0,4.0,12.0,2.0,16234.0,7053.0,1.0,9181.0
G04013,"AZ, Maricopa County",Maricopa County,AZ,Arizona,West,Mountain,Mountain South,2B,Hot-Dry,None,CR10,"CBSA Phoenix-Mesa-Scottsdale, AZ",USA_AZ_Phoenix.Deer.Valley.722784_2012.epw,USA_AZ_Phoenix.Deer.Valley.722784_2015.epw,USA_AZ_Phoenix.Deer.Valley.722784_2016.epw,USA_AZ_Phoenix.Deer.Valley.722784_2017.epw,USA_AZ_Phoenix.Deer.Valley.722784_2018.epw,USA_AZ_Phoenix.Deer.Valley.722784_2019.epw,Phoenix_Sky_Harbor_Intl_Ap,G0400130,4.0,8.0,4.0,13.0,2.0,1680412.0,214572.0,1.0,1465840.0
G04015,"AZ, Mohave County",Mohave County,AZ,Arizona,West,Mountain,Mountain South,3B,Hot-Dry,None,CR10,Non-CBSA Mountain,USA_AZ_Kingman.723700_2012.epw,USA_AZ_Kingman.723700_2015.epw,USA_AZ_Kingman.723700_2016.epw,USA_AZ_Kingman.723700_2017.epw,USA_AZ_Kingman.723700_2018.epw,USA_CA_Needles.723805_2019.epw,Kingman_Amos,G0400150,4.0,8.0,4.0,15.0,3.0,112617.0,30472.0,1.0,82145.0
G04017,"AZ, Navajo County",Navajo County,AZ,Arizona,West,Mountain,Mountain South,5B,Cold,None,CR10,Non-CBSA Mountain,USA_AZ_Winslow.Aut.723740_2012.epw,USA_AZ_Winslow.Aut.723740_2015.epw,USA_AZ_Winslow.Aut.723740_2016.epw,USA_AZ_Winslow.Aut.723740_2017.epw,USA_AZ_Winslow.Aut.723740_2018.epw,USA_AZ_Winslow.Aut.723740_2019.epw,Winslow_Municipal_Ap,G0400170,4.0,8.0,4.0,17.0,5.0,57554.0,23464.0,1.0,34090.0
G04019,"AZ, Pima County",Pima County,AZ,Arizona,West,Mountain,Mountain South,2B,Hot-Dry,None,CR10,Non-CBSA Mountain,USA_AZ_Davis.Monthan.Afb.722745_2012.epw,USA_AZ_Davis.Monthan.Afb.722745_2015.epw,USA_AZ_Davis.Monthan.Afb.722745_2016.epw,USA_AZ_Davis.Monthan.Afb.722745_2017.epw,USA_AZ_Davis.Monthan.Afb.722745_2018.epw,USA_AZ_Davis.Monthan.Afb.722745_2019.epw,Tucson_International_Ap,G0400190,4.0,8.0,4.0,19.0,2.0,437358.0,53407.0,1.0,383951.0
G04021,"AZ, Pinal County",Pinal County,AZ,Arizona,West,Mountain,Mountain South,2B,Hot-Dry,None,CR10,"CBSA Phoenix-Mesa-Scottsdale, AZ",USA_AZ_Casa.Grande.Muni.722748_2012.epw,USA_AZ_Phoenix.Sky.Harbor.722780_2015.epw,USA_AZ_Phoenix.Sky.Harbor.722780_2016.epw,USA_AZ_Phoenix.Sky.Harbor.722780_2017.epw,USA_AZ_Phoenix.Sky.Harbor.722780_2018.epw,USA_AZ_Casa.Grande.Muni.722748_2019.epw,Casa_Granda_Awos,G0400210,4.0,8.0,4.0,21.0,2.0,166455.0,35654.0,1.0,130801.0
G04023,"AZ, Santa Cruz County",Santa Cruz County,AZ,Arizona,West,Mountain,Mountain South,3B,Hot-Dry,None,CR10,Non-CBSA Mountain,USA_AZ_Nogales.Intl.722728_2012.epw,USA_AZ_Nogales.Intl.722728_2015.epw,USA_AZ_Nogales.Intl.722728_2016.epw,USA_AZ_Nogales.Intl.722728_2017.epw,USA_AZ_Nogales.Intl.722728_2018.epw,USA_AZ_Nogales.Intl.722728_2019.epw,Bisbee Douglas Intl AP,G0400230,4.0,8.0,4.0,23.0,3.0,18125.0,2587.0,1.0,15538.0
G04025,"AZ, Yavapai County",Yavapai County,AZ,Arizona,West,Mountain,Mountain South,4B,Mixed-Dry,None,CR10,Non-CBSA Mountain,USA_AZ_Ernest.A.Love.Fld.723723_2012.epw,USA_AZ_Ernest.A.Love.Fld.723723_2015.epw,USA_AZ_Ernest.A.Love.Fld.723723_2016.epw,USA_AZ_Ernest.A.Love.Fld.723723_2017.epw,USA_AZ_Ernest.A.Love.Fld.723723_2018.epw,USA_AZ_Ernest.A.Love.Fld.723723_2019.epw,Prescott_Love_Field,G0400250,4.0,8.0,4.0,25.0,4.0,112854.0,19409.0,1.0,93445.0
G04027,"AZ, Yuma County",Yuma County,AZ,Arizona,West,Mountain,Mountain South,2B,Hot-Dry,None,CR10,Non-CBSA Mountain,USA_AZ_Yuma.Intl.Airport.722800_2012.epw,USA_AZ_Yuma.Intl.Airport.722800_2015.epw,USA_AZ_Yuma.Intl.Airport.722800_2016.epw,USA_AZ_Yuma.Intl.Airport.722800_2017.epw,USA_AZ_Yuma.Intl.Airport.722800_2018.epw,USA_AZ_Yuma.Intl.Airport.722800_2019.epw,Yuma_Intl_Arpt,G0400270,4.0,8.0,4.0,27.0,2.0,90071.0,19147.0,1.0,70924.0
G05001,"AR, Arkansas County",Arkansas County,AR,Arkansas,South,West South Central,West South Central,3A,Mixed-Humid,MISO,CR09,Non-CBSA West South Central,USA_AR_Stuttgart.Muni.723416_2012.epw,USA_AR_Stuttgart.Muni.723416_2015.epw,USA_AR_Stuttgart.Muni.723416_2016.epw,USA_AR_Stuttgart.Muni.723416_2017.epw,USA_AR_Stuttgart.Muni.723416_2018.epw,USA_AR_Stuttgart.Muni.723416_2019.epw,Stuttgart_Awos,G0500010,3.0,7.0,5.0,1.0,3.0,9441.0,1756.0,1.0,7685.0
G05003,"AR, Ashley County",Ashley County,AR,Arkansas,South,West South Central,West South Central,3A,Mixed-Humid,MISO,CR09,Non-CBSA West South Central,USA_AR_Monticello.Muni.723424_2012.epw,USA_AR_Monticello.Muni.723424_2015.epw,USA_AR_Monticello.Muni.723424_2016.epw,USA_AR_Monticello.Muni.723424_2017.epw,USA_AR_Monticello.Muni.723424_2018.epw,USA_AR_Monticello.Muni.723424_2019.epw,Monroe_Regional_Ap,G0500030,3.0,7.0,5.0,3.0,3.0,10101.0,1763.0,1.0,8338.0
G05005,"AR, Baxter County",Baxter County,AR,Arkansas,South,West South Central,West South Central,4A,Mixed-Humid,MISO,CR09,Non-CBSA West South Central,USA_AR_Ozark.Rgnl.723439_2012.epw,USA_AR_Ozark.Rgnl.723439_2015.epw,USA_AR_Ozark.Rgnl.723439_2016.epw,USA_AR_Ozark.Rgnl.723439_2017.epw,USA_AR_Ozark.Rgnl.723439_2018.epw,USA_AR_Ozark.Rgnl.723439_2019.epw,Flippin_Awos,G0500050,3.0,7.0,5.0,5.0,4.0,22588.0,4527.0,1.0,18061.0
G05007,"AR, Benton County",Benton County,AR,Arkansas,South,West South Central,West South Central,4A,Mixed-Humid,SPP,CR09,Non-CBSA West South Central,USA_AR_Rogers.Muni.Carter.F.723449_2012.epw,USA_AR_Rogers.Muni.Carter.F.723449_2015.epw,USA_AR_Rogers.Muni.Carter.F.723449_2016.epw,USA_AR_Rogers.Muni.Carter.F.723449_2017.epw,USA_AR_Rogers.Muni.Carter.F.723449_2018.epw,USA_AR_Rogers.Muni.Carter.F.723449_2019.epw,Bentonville_Awos,G0500070,3.0,7.0,5.0,7.0,4.0,98027.0,10013.0,1.0,88014.0
G05009,"AR, Boone County",Boone County,AR,Arkansas,South,West South Central,West South Central,4A,Mixed-Humid,MISO,CR09,Non-CBSA West South Central,USA_AR_Boone.Co.723446_2012.epw,USA_AR_Boone.Co.723446_2015.epw,USA_AR_Boone.Co.723446_2016.epw,USA_AR_Boone.Co.723446_2017.epw,USA_AR_Boone.Co.723446_2018.epw,USA_AR_Boone.Co.723446_2019.epw,Harrison-Boone County Rgnl AP,G0500090,3.0,7.0,5.0,9.0,4.0,16908.0,2025.0,1.0,14883.0
G05011,"AR, Bradley County",Bradley County,AR,Arkansas,South,West South Central,West South Central,3A,Mixed-Humid,MISO,CR09,Non-CBSA West South Central,USA_AR_Monticello.Muni.723424_2012.epw,USA_AR_Monticello.Muni.723424_2015.epw,USA_AR_Monticello.Muni.723424_2016.epw,USA_AR_Monticello.Muni.723424_2017.epw,USA_AR_Monticello.Muni.723424_2018.epw,USA_AR_Monticello.Muni.723424_2019.epw,Pine_Bluff_Faa_Ap,G0500110,3.0,7.0,5.0,11.0,3.0,5819.0,1269.0,1.0,4550.0
G05013,"AR, Calhoun County",Calhoun County,AR,Arkansas,South,West South Central,West South Central,3A,Mixed-Humid,MISO,CR09,Non-CBSA West South Central,USA_AR_South.Arkansas.Rgnl.723419_2012.epw,USA_AR_South.Arkansas.Rgnl.723419_2015.epw,USA_AR_South.Arkansas.Rgnl.723419_2016.epw,USA_AR_South.Arkansas.Rgnl.723419_2017.epw,USA_AR_South.Arkansas.Rgnl.723419_2018.epw,USA_AR_South.Arkansas.Rgnl.723419_2019.epw,El_Dorado_Goodwin_Field,G0500130,3.0,7.0,5.0,13.0,3.0,2888.0,809.0,1.0,2079.0
G05015,"AR, Carroll County",Carroll County,AR,Arkansas,South,West South Central,West South Central,4A,Mixed-Humid,SPP,CR09,Non-CBSA West South Central,USA_AR_Boone.Co.723446_2012.epw,USA_AR_Boone.Co.723446_2015.epw,USA_AR_Boone.Co.723446_2016.epw,USA_AR_Boone.Co.723446_2017.epw,USA_AR_Boone.Co.723446_2018.epw,USA_AR_Boone.Co.723446_2019.epw,Harrison_Faa_Ap,G0500150,3.0,7.0,5.0,15.0,4.0,13581.0,2707.0,1.0,10874.0
G05017,"AR, Chicot County",Chicot County,AR,Arkansas,South,West South Central,West South Central,3A,Mixed-Humid,MISO,CR09,Non-CBSA West South Central,USA_AR_Monticello.Muni.723424_2012.epw,USA_AR_Monticello.Muni.723424_2015.epw,USA_AR_Monticello.Muni.723424_2016.epw,USA_AR_Monticello.Muni.723424_2017.epw,USA_AR_Monticello.Muni.723424_2018.epw,USA_AR_Monticello.Muni.723424_2019.epw,Greenville_Municipal,G0500170,3.0,7.0,5.0,17.0,3.0,5407.0,1023.0,1.0,4384.0
G05019,"AR, Clark County",Clark County,AR,Arkansas,South,West South Central,West South Central,3A,Mixed-Humid,MISO,CR09,Non-CBSA West South Central,USA_AR_Memorial.Fld.723415_2012.epw,USA_AR_Memorial.Fld.723415_2015.epw,USA_AR_Memorial.Fld.723415_2016.epw,USA_AR_Memorial.Fld.723415_2017.epw,USA_AR_Memorial.Fld.723415_2018.epw,USA_AR_Memorial.Fld.723415_2019.epw,Memorial_Fld,G0500190,3.0,7.0,5.0,19.0,3.0,10405.0,1622.0,1.0,8783.0
G05021,"AR, Clay County",Clay County,AR,Arkansas,South,West South Central,West South Central,3A,Mixed-Humid,MISO,CR09,Non-CBSA West South Central,USA_AR_Arkansas.Intl.723408_2012.epw,USA_AR_Arkansas.Intl.723408_2015.epw,USA_AR_Walnut.Ridge.Rgnl.723406_2016.epw,USA_AR_Arkansas.Intl.723408_2017.epw,USA_AR_Walnut.Ridge.Rgnl.723406_2018.epw,USA_AR_Jonesboro.Muni.723407_2019.epw,Walnut_Ridge_Awos,G0500210,3.0,7.0,5.0,21.0,3.0,8039.0,1586.0,1.0,6453.0
G05023,"AR, Cleburne County",Cleburne County,AR,Arkansas,South,West South Central,West South Central,3A,Mixed-Humid,MISO,CR09,Non-CBSA West South Central,USA_AR_Batesville.Rgnl.723448_2012.epw,USA_AR_Batesville.Rgnl.723448_2015.epw,USA_AR_Batesville.Rgnl.723448_2016.epw,USA_AR_Little.Rock.Afb.723405_2017.epw,USA_AR_Batesville.Rgnl.723448_2018.epw,USA_AR_Batesville.Rgnl.723448_2019.epw,Batesville_Awos,G0500230,3.0,7.0,5.0,23.0,3.0,15854.0,5494.0,1.0,10360.0
G05025,"AR, Cleveland County",Cleveland County,AR,Arkansas,South,West South Central,West South Central,3A,Mixed-Humid,MISO,CR09,Non-CBSA West South Central,USA_AR_Grider.Fld.723417_2012.epw,USA_AR_Grider.Fld.723417_2015.epw,USA_AR_Grider.Fld.723417_2016.epw,USA_AR_Grider.Fld.723417_2017.epw,USA_AR_Grider.Fld.723417_2018.epw,USA_AR_Grider.Fld.723417_2019.epw,Pine_Bluff_Faa_Ap,G0500250,3.0,7.0,5.0,25.0,3.0,4058.0,716.0,1.0,3342.0
G05027,"AR, Columbia County",Columbia County,AR,Arkansas,South,West South Central,West South Central,3A,Hot-Humid,MISO,CR09,Non-CBSA West South Central,USA_AR_South.Arkansas.Rgnl.723419_2012.epw,USA_AR_South.Arkansas.Rgnl.723419_2015.epw,USA_AR_South.Arkansas.Rgnl.723419_2016.epw,USA_AR_South.Arkansas.Rgnl.723419_2017.epw,USA_AR_South.Arkansas.Rgnl.723419_2018.epw,USA_AR_South.Arkansas.Rgnl.723419_2019.epw,El_Dorado_Goodwin_Field,G0500270,3.0,7.0,5.0,27.0,3.0,11578.0,2060.0,1.0,9518.0
